incident_id,grouping_key,start_time,end_time,num_alertes,rule_ids_distinct,rule_descriptions,rule_level_max,rule_groups_union,contains_attack_success,contains_kill_chain,zone,incident_ground_truth,score_rule_level,score_type,score_frequency,score_zone,composite_score,llm_niveau,llm_justification,llm_latency_seconds
000__19,000,2026-07-23 12:25:28.144000+00:00,2026-07-23 12:25:40.160000+00:00,4,"['2501', '5501']","['2501 (syslog: User authentication failure.)', '5501 (PAM: Login session opened.)']",5,"['access_control', 'authentication_failed', 'authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.3125,0.2,0.26823965207235007,0.0,0.23302293041447003,haute,"L'incident ne correspond pas aux critères pour une classification en critique (accès confirmé ou chaîne d'attaque confirmée). Le niveau Wazuh maximal observé est 5/16, ce qui n'est pas élevé. L'incident a duré 0,2 minutes et se compose de 4 alertes. Les groupes de règles déclenchés incluent des règles d'accès contrôlé, d'échec d'authentification et de succès d'authentification, ainsi que des règles PAM et syslog. Cependant, le score composite pré-calculé est relativement bas à 0,233.",52.779502630233765
000__2,000,2026-07-02 10:15:45.482000+00:00,2026-07-02 10:15:57.488000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il s'agit probablement d'un bruit de fond ou d'une activité légitime. Le niveau Wazuh maximal observé est relativement faible (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas anormal pour une zone réseau interne. En outre, le score composite pré-calculé est bas (0,182), ce qui suggère que l'incident n'a pas de caractère répétitif marqué.",52.26901841163635
000__20,000,2026-08-03 10:09:39.496000+00:00,2026-08-03 10:09:41.503000+00:00,2,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.18310204811135158,0.0,0.1722454096222703,normale,"L'incident a une durée très courte (0.0 minutes), un niveau Wazuh maximal observé faible (3/16) et se produit dans la zone réseau interne. Les groupes de règles déclenchés sont liés à l'authentification et au journalisation, ce qui suggère une activité légitime. Le score composite pré-calculé est également bas (0.172). En conséquence, cet incident ne présente pas les caractéristiques d'un incident critique ou hautement prioritaire.",45.01317238807678
000__21,000,2026-08-03 13:39:26.233000+00:00,2026-08-03 13:44:48.403000+00:00,7,"['5501', '5502']","['5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)']",3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.34657359027997264,0.0,0.20493971805599454,normale,"L'incident n'a pas abouti à une confirmation d'accès confirmé (Accès confirmé: NON), ni à une chaîne d'attaque confirmée (Chaîne d'attaque confirmée: NON). Le niveau Wazuh maximal observé est de 3/16, ce qui correspond au niveau 'normale'. Les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, sans indication de tentative malveillante. L'incident a duré 5.4 minutes avec 7 alertes, mais le score composite pré-calculé est faible (0.205). La zone réseau source est interne.",53.454936027526855
000__3,000,2026-07-02 11:30:17.586000+00:00,2026-07-02 11:30:21.588000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il s'agit probablement d'un signal faible ou de bruit de fond. Le niveau Wazuh maximal observé est relativement bas (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas anormal pour une activité interne. L'absence d'accès confirmé ou de chaîne d'attaque confirmée renforce cette hypothèse.",47.256401777267456
000__4,000,2026-07-02 12:18:21.912000+00:00,2026-07-02 12:18:21.912000+00:00,2,"['5501', '5502']","['5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)']",3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.18310204811135158,0.0,0.1722454096222703,normale,"L'incident a une durée très courte (0.0 minutes), un niveau Wazuh maximal observé faible (3/16) et se produit dans la zone réseau interne. Les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui est normal pour une activité légitime. L'accès confirmé est NON et il n'y a pas de chaîne d'attaque confirmée. Le score composite pré-calculé est également faible (0.172). En conséquence, cet incident peut être classé comme 'normale'. ",49.79881405830383
000__5,000,2026-07-02 14:56:59.106000+00:00,2026-07-02 14:56:59.106000+00:00,2,"['5501', '5502']","['5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)']",3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.18310204811135158,0.0,0.1722454096222703,normale,"L'incident a une durée très courte (0.0 minutes), un niveau Wazuh maximal observé faible (3/16) et se produit dans la zone réseau interne. Les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui est normal pour une activité légitime. L'accès confirmé est NON et il n'y a pas de chaîne d'attaque confirmée. Le score composite pré-calculé est également faible (0.172). En conséquence, l'incident est classé comme 'normale'. ",36.280383348464966
000__6,000,2026-07-02 15:18:12.855000+00:00,2026-07-02 15:18:50.860000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il s'agit probablement d'un signal faible ou de bruit de fond. De plus, le niveau Wazuh maximal observé est relativement bas (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas nécessairement anormal. Enfin, le score composite pré-calculé est faible (0,182), ce qui suggère que l'incident n'a pas une grande gravité.",49.950939893722534
000__7,000,2026-07-04 13:26:08.991000+00:00,2026-07-04 13:26:16.993000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il pourrait s'agir d'un bruit de fond ou d'une activité légitime. Le niveau Wazuh maximal observé est relativement faible (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas anormal pour une zone réseau interne. En outre, le score composite pré-calculé est bas (0,182), ce qui suggère qu'il ne s'agit pas d'une menace grave.",50.379613637924194
000__8,000,2026-07-04 18:17:16.973000+00:00,2026-07-04 18:17:20.974000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il pourrait s'agir d'un signal faible ou de bruit de fond. De plus, le niveau Wazuh maximal observé est relativement bas (3/16), et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas nécessairement anormal. Enfin, le score composite pré-calculé est faible (0,182). Par conséquent, il convient de classer cet incident en niveau normal.",37.503734827041626
000__9,000,2026-07-04 19:07:15.282000+00:00,2026-07-04 19:07:17.284000+00:00,2,"['5501', '5502']","['5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)']",3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.18310204811135158,0.0,0.1722454096222703,normale,"L'incident a une durée très courte (0.0 minutes), un niveau Wazuh maximal observé faible (3/16) et se produit dans la zone réseau interne. Les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui est normal pour une activité légitime. L'accès confirmé est NON et il n'y a pas de chaîne d'attaque confirmée. Le score composite pré-calculé est également faible (0.172). En conséquence, cet incident peut être classé comme 'normale'. ",47.636188983917236
010__1,010,2026-07-14 13:20:32.166000+00:00,2026-07-14 13:21:20.214000+00:00,3,"['5501', '5502', '5503']","['5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)', '5503 (PAM: User login failed.)']",5,"['authentication_failed', 'authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.3125,0.2,0.23104906018664842,0.0,0.2255848120373297,haute,"L'incident ne correspond pas aux critères pour une classification en critique (accès confirmé ou chaîne d'attaque confirmée). Le niveau Wazuh maximal observé est de 5/16, ce qui n'est pas élevé. L'incident a duré 0,8 minute et se compose de 3 alertes. Les groupes de règles déclenchés incluent des événements d'authentification réussie et échouée, ainsi que des événements syslog. Le score composite pré-calculé est de 0,226, ce qui indique un niveau modéré de sévérité.",49.87859535217285
010__2,010,2026-07-15 09:14:51.081000+00:00,2026-07-15 09:16:29.058000+00:00,43,"['2501', '5501', '5502', '5503']","['2501 (syslog: User authentication failure.)', '5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)', '5503 (PAM: User login failed.)']",5,"['access_control', 'authentication_failed', 'authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.3125,0.2,0.6306982723197102,0.0,0.30551465446394205,haute,"L'incident ne correspond pas aux critères pour une classification en critique (accès confirmé ou chaîne d'attaque confirmée). Le niveau Wazuh maximal observé est 5/16, ce qui n'est pas élevé. La durée de l'incident est relativement courte et le nombre d'alertes est modéré. L'origine du trafic est interne, ce qui réduit la gravité potentielle. Le score composite pré-calculé est également faible (0,306). Cependant, plusieurs groupes de règles ont été déclenchés et le nombre de règles distinctes observées est élevé (4), indiquant une activité significative sur le système.",56.19066834449768
010__3,010,2026-07-15 09:29:13.203000+00:00,2026-07-15 09:30:51.180000+00:00,43,"['2501', '5501', '5502', '5503']","['2501 (syslog: User authentication failure.)', '5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)', '5503 (PAM: User login failed.)']",5,"['access_control', 'authentication_failed', 'authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.3125,0.2,0.6306982723197102,0.0,0.30551465446394205,haute,"L'incident ne correspond pas aux critères pour une classification en critique (accès confirmé ou chaîne d'attaque confirmée). Le niveau Wazuh maximal observé est 5/16, ce qui n'est pas élevé. La durée de l'incident est relativement courte et le nombre d'alertes est raisonnable. L'origine du trafic est interne, ce qui réduit la gravité potentielle. Le score composite pré-calculé est également faible (0,306). Cependant, plusieurs groupes de règles ont été déclenchés, notamment access_control et authentication_failed, indiquant une activité suspecte. Par conséquent, le niveau de priorité est classé en haute.",40.77199840545654
010__4,010,2026-07-23 13:19:29.704000+00:00,2026-07-23 13:23:59.753000+00:00,86,"['2501', '5501', '5502', '5503']","['2501 (syslog: User authentication failure.)', '5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)', '5503 (PAM: User login failed.)']",5,"['access_control', 'authentication_failed', 'authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.3125,0.2,0.744318019775764,0.0,0.3282386039551528,haute,"L'incident ne correspond pas aux critères pour une classification en critique (accès confirmé ou chaîne d'attaque confirmée). Le niveau Wazuh maximal observé est 5/16, ce qui n'est pas élevé. L'activité se produit sur la zone réseau interne et le score composite pré-calculé est de 0,328.",37.86493396759033
010__5,010,2026-07-23 14:10:56.071000+00:00,2026-07-23 14:12:32.042000+00:00,43,"['2501', '5501', '5502', '5503']","['2501 (syslog: User authentication failure.)', '5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)', '5503 (PAM: User login failed.)']",5,"['access_control', 'authentication_failed', 'authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.3125,0.2,0.6306982723197102,0.0,0.30551465446394205,haute,"L'incident ne correspond pas aux critères pour une classification en critique (accès confirmé ou chaîne d'attaque confirmée). Le niveau Wazuh maximal observé est 5/16, ce qui n'est pas élevé. La durée de l'incident est relativement courte et le nombre d'alertes est modéré. L'origine du trafic est interne, ce qui réduit la gravité potentielle. Le score composite pré-calculé est également faible (0,306). Cependant, plusieurs groupes de règles ont été déclenchés et le nombre de règles distinctes observées est élevé (4), indiquant une activité significative sur le système.",55.73118305206299
010__6,010,2026-08-03 10:16:01.616000+00:00,2026-08-03 10:17:39.642000+00:00,43,"['2501', '5501', '5502', '5503']","['2501 (syslog: User authentication failure.)', '5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)', '5503 (PAM: User login failed.)']",5,"['access_control', 'authentication_failed', 'authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.3125,0.2,0.6306982723197102,0.0,0.30551465446394205,haute,"L'incident ne correspond pas aux critères pour une classification en critique (accès confirmé ou chaîne d'attaque confirmée). Le niveau Wazuh maximal observé est 5/16, ce qui n'est pas élevé. La durée de l'incident est relativement courte et le nombre d'alertes est raisonnable. L'origine du trafic est interne, ce qui réduit la gravité potentielle. Le score composite pré-calculé est également faible (0,306). Cependant, plusieurs groupes de règles ont été déclenchés, notamment access_control et authentication_failed, indiquant une activité suspecte. Par conséquent, le niveau de priorité est classé en haute.",41.05916357040405
10.0.10.10__1,10.0.10.10,2026-07-23 14:09:39.089000+00:00,2026-07-23 14:09:39.089000+00:00,1,['86601'],['86601 (Suricata: Alert - ICMP ping detected)'],3,"['ids', 'suricata']",False,False,interne,normale,0.1875,0.2,0.11552453009332421,0.0,0.15872990601866482,normale,"L'incident a une durée très courte (0.0 minutes), un niveau Wazuh maximal observé faible (3/16) et se produit dans la zone réseau interne. Les groupes de règles déclenchés sont ids et suricata, mais aucune règle n'a été spécifiquement mentionnée comme étant critique ou hautement prioritaire. L'indicateur d'accès confirmé est à NON et le même pour la chaîne d'attaque confirmée. Le score composite pré-calculé est de 0.159, ce qui indique un niveau de risque faible.",46.506922006607056
10.0.10.10__2,10.0.10.10,2026-08-03 10:14:00.689000+00:00,2026-08-03 10:14:00.689000+00:00,1,['86601'],['86601 (Suricata: Alert - ICMP ping detected)'],3,"['ids', 'suricata']",False,False,interne,normale,0.1875,0.2,0.11552453009332421,0.0,0.15872990601866482,normale,"L'incident a une durée très courte (0.0 minutes), un niveau Wazuh maximal observé faible (3/16) et se produit dans la zone réseau interne. Les groupes de règles déclenchés sont ids et suricata, mais aucune règle n'a été spécifiquement mentionnée comme étant critique ou hautement prioritaire. L'indicateur 'Accès confirmé' est à NON et le même pour l'indicateur 'Chaîne d'attaque confirmée'. Le score composite pré-calculé est de 0,159, ce qui n'est pas élevé. En considérant ces facteurs, il s'agit probablement d'un signal faible ou de bruit de fond.",40.95075988769531
10.0.10.20__1,10.0.10.20,2026-07-23 14:09:39.089000+00:00,2026-07-23 14:09:39.089000+00:00,1,['86601'],['86601 (Suricata: Alert - ICMP ping detected)'],3,"['ids', 'suricata']",False,False,interne,normale,0.1875,0.2,0.11552453009332421,0.0,0.15872990601866482,normale,"L'incident a une durée très courte (0.0 minutes), un niveau Wazuh maximal observé faible (3/16) et se produit dans la zone réseau interne. Les groupes de règles déclenchés sont ids et suricata, mais aucune règle n'a été spécifiquement mentionnée comme étant critique ou hautement prioritaire. L'indicateur 'Accès confirmé' est à NON et le même pour l'indicateur 'Chaîne d'attaque confirmée'. Le score composite pré-calculé est de 0,159, ce qui n'est pas élevé. En considérant ces facteurs, il s'agit probablement d'un signal faible ou de bruit de fond.",40.713401317596436
10.0.10.20__2,10.0.10.20,2026-08-03 10:14:00.689000+00:00,2026-08-03 10:14:00.689000+00:00,1,['86601'],['86601 (Suricata: Alert - ICMP ping detected)'],3,"['ids', 'suricata']",False,False,interne,normale,0.1875,0.2,0.11552453009332421,0.0,0.15872990601866482,normale,"L'incident a une durée très courte (0.0 minutes), un niveau Wazuh maximal observé faible (3/16) et se produit dans la zone réseau interne. Les groupes de règles déclenchés sont ids et suricata, mais aucune règle n'a été spécifiquement mentionnée comme étant critique ou hautement prioritaire. L'indicateur 'Accès confirmé' est à NON et le même pour l'indicateur 'Chaîne d'attaque confirmée'. Le score composite pré-calculé est de 0,159, ce qui n'est pas élevé. En considérant ces facteurs, il s'agit probablement d'un signal faible ou de bruit de fond.",41.214675188064575
10.0.20.50__1,10.0.20.50,2026-07-14 12:24:08.190000+00:00,2026-07-14 12:24:08.190000+00:00,1,['31101'],['31101 (Web server 400 error code.)'],5,"['accesslog', 'attack', 'web']",False,False,interne,normale,0.3125,0.2,0.11552453009332421,0.0,0.20247990601866483,normale,"L'incident a une durée très courte (0.0 minutes), un niveau Wazuh maximal observé relativement bas (5/16) et se produit dans la zone réseau interne, ce qui réduit le risque d'une attaque malveillante. De plus, aucun accès confirmé ou chaîne d'attaque confirmée n'a été détecté. Le score composite pré-calculé est également relativement bas (0.202). Enfin, les groupes de règles déclenchés et les règles distinctes observées ne suggèrent pas une attaque malveillante.",44.84921193122864
10.0.20.50__2,10.0.20.50,2026-07-14 13:20:34.166000+00:00,2026-07-14 13:20:52.166000+00:00,2,"['5715', '5760']","['5715 (sshd: authentication success.)', '5760 (sshd: authentication failed.)']",5,"['authentication_failed', 'authentication_success', 'sshd', 'syslog']",False,False,interne,normale,0.3125,0.2,0.18310204811135158,0.0,0.21599540962227032,haute,"L'incident présente un niveau Wazuh maximal observé de 5/16, ce qui est relativement élevé. De plus, plusieurs groupes de règles ont été déclenchés (authentication_failed, authentication_success, sshd, syslog), ce qui suggère une activité malveillante potentielle. Le score composite pré-calculé est également relativement élevé à 0,216. Cependant, l'incident n'a duré que 0,3 minutes et les règles distinctes observées ne sont pas extrêmement sévères (5715 et 5760). Enfin, il s'agit d'une activité interne, ce qui réduit le niveau de priorité.",53.18984651565552
192.168.1.50__1,192.168.1.50,2026-07-15 09:14:53.034000+00:00,2026-07-15 09:16:31.068000+00:00,186,"['2502', '40111', '40112', '5551', '5758', '5760', '5763']","['2502 (syslog: User missed the password more than one time)', '40111 (Multiple authentication failures.)', '40112 (Multiple authentication failures followed by a success.)', '5551 (PAM: Multiple failed logins in a small period of time.)', '5758 (Maximum authentication attempts exceeded.)', '5760 (sshd: authentication failed.)']",12,"['access_control', 'attacks', 'authentication_failed', 'authentication_failures', 'pam', 'sshd', 'syslog']",True,False,externe,critique,0.75,0.6,0.8718514361424311,1.0,0.7468702872284861,critique,"L'indicateur 'Accès confirmé' vaut OUI, ce qui signifie qu'une preuve concrète de compromission a déjà été observée par le SIEM.",33.33514904975891
192.168.1.50__2,192.168.1.50,2026-07-15 09:29:15.153000+00:00,2026-07-15 09:30:53.189000+00:00,186,"['2502', '40111', '40112', '5551', '5758', '5760', '5763']","['2502 (syslog: User missed the password more than one time)', '40111 (Multiple authentication failures.)', '40112 (Multiple authentication failures followed by a success.)', '5551 (PAM: Multiple failed logins in a small period of time.)', '5758 (Maximum authentication attempts exceeded.)', '5760 (sshd: authentication failed.)']",12,"['access_control', 'attacks', 'authentication_failed', 'authentication_failures', 'pam', 'sshd', 'syslog']",True,False,externe,critique,0.75,0.6,0.8718514361424311,1.0,0.7468702872284861,critique,"L'indicateur 'Accès confirmé' vaut OUI, ce qui signifie qu'une preuve concrète de compromission a déjà été observée par le SIEM.",12.929942846298218
192.168.1.50__3,192.168.1.50,2026-07-16 09:46:19.099000+00:00,2026-07-16 09:46:31.121000+00:00,73,"['31103', '31106', '31122', '31152', '31171']","['31103 (SQL injection attempt.)', '31106 (A web attack returned code 200 (success).)', '31122 (Web server 500 error code (Internal Error).)', '31152 (Multiple SQL injection attempts from same source ip.)', '31171 (SQL injection attempt.)']",10,"['accesslog', 'attack', 'sql_injection', 'sqlinjection', 'system_error', 'web']",True,False,externe,critique,0.625,0.6,0.7173441822006948,1.0,0.6722188364401389,critique,"L'indicateur 'Accès confirmé' vaut OUI, ce qui signifie qu'une preuve concrète de compromission a déjà été observée par le SIEM.",30.10168218612671
192.168.1.50__4,192.168.1.50,2026-07-16 10:03:07.192000+00:00,2026-07-16 10:03:07.192000+00:00,1,['31171'],['31171 (SQL injection attempt.)'],6,"['accesslog', 'attack', 'sqlinjection', 'web']",False,False,externe,haute,0.375,0.6,0.11552453009332421,1.0,0.4643549060186648,haute,"L'incident présente un niveau Wazuh maximal observé de 6/16, ce qui est relativement élevé. De plus, plusieurs groupes de règles ont été déclenchés (accesslog, attack, sqlinjection, web), y compris une règle spécifique pour tentative d'injection SQL. Cependant, il n'y a pas d'accès confirmé ni de chaîne d'attaque confirmée.",37.529335498809814
